image_name,class_label
image_0182.png,5
image_0183.png,3
image_0184.png,0
image_0185.png,4
image_0186.png,6
image_0187.png,9
image_0188.png,3
image_0189.png,3
image_0190.png,8
image_0191.png,0
image_0192.png,7
image_0193.png,9
image_0194.png,5
image_0195.png,9
image_0196.png,3
image_0197.png,7
image_0198.png,6
image_0199.png,1
image_0200.png,8
image_0201.png,6
image_0202.png,6
image_0203.png,4
image_0204.png,6
image_0205.png,0
image_0206.png,4
image_0207.png,1
image_0208.png,6
image_0209.png,9
image_0210.png,2
image_0211.png,4
image_0212.png,9
image_0213.png,7
image_0214.png,3
image_0215.png,8
image_0216.png,6
image_0217.png,5
image_0218.png,5
image_0219.png,3
image_0220.png,1
image_0221.png,1
image_0222.png,2
image_0223.png,2
image_0224.png,4
image_0225.png,7
image_0226.png,4
image_0227.png,9
image_0228.png,9
image_0229.png,1
image_0230.png,9
image_0231.png,8
image_0232.png,8
image_0233.png,5
image_0234.png,6
image_0235.png,1
image_0236.png,7
image_0237.png,7
image_0238.png,5
image_0239.png,3
image_0240.png,0
image_0241.png,5
image_0242.png,7
image_0243.png,8
image_0244.png,9
image_0245.png,7
image_0246.png,4
image_0247.png,4
image_0248.png,4
image_0249.png,8
image_0250.png,1
image_0251.png,5
image_0252.png,2
image_0253.png,8
image_0254.png,3
image_0255.png,9
image_0256.png,8
image_0257.png,0
image_0258.png,3
image_0259.png,7
image_0260.png,7
image_0261.png,5
image_0262.png,7
image_0263.png,5
image_0264.png,9
image_0265.png,7
image_0266.png,4
image_0267.png,5
image_0268.png,9
image_0269.png,3
image_0270.png,8
image_0271.png,3
image_0272.png,4
image_0273.png,6
image_0274.png,8
image_0275.png,2
image_0276.png,9
image_0277.png,7
image_0278.png,4
image_0279.png,1
image_0280.png,2
image_0281.png,4
image_0282.png,3
image_0283.png,3
image_0284.png,8
image_0285.png,4
image_0286.png,0
image_0287.png,6
image_0288.png,2
image_0289.png,9
image_0290.png,3
image_0291.png,2
image_0292.png,8
image_0293.png,5
image_0294.png,9
image_0295.png,8
image_0296.png,8
image_0297.png,9
image_0298.png,8
image_0299.png,7
image_0300.png,1
image_0301.png,6
image_0302.png,0
image_0303.png,3
image_0304.png,3
image_0305.png,9
image_0306.png,9
image_0307.png,4
image_0308.png,0
image_0309.png,1
image_0310.png,3
image_0311.png,4
image_0312.png,6
image_0313.png,0
image_0314.png,8
image_0315.png,3
image_0316.png,4
image_0317.png,3
image_0318.png,0
image_0319.png,0
image_0320.png,9
image_0321.png,2
image_0322.png,4
image_0323.png,6
image_0324.png,2
image_0325.png,9
image_0326.png,5
image_0327.png,3
image_0328.png,0
image_0329.png,0
image_0330.png,2
image_0331.png,9
image_0332.png,2
image_0333.png,6
image_0334.png,2
image_0335.png,8
image_0336.png,9
image_0337.png,6
image_0338.png,6
image_0339.png,7
image_0340.png,2
image_0341.png,7
image_0342.png,6
image_0343.png,7
image_0344.png,0
image_0345.png,7
image_0346.png,6
image_0347.png,4
image_0348.png,2
image_0349.png,9
image_0350.png,1
image_0351.png,3
image_0352.png,0
image_0353.png,0
image_0354.png,8
image_0355.png,3
image_0356.png,8
image_0357.png,4
image_0358.png,8
image_0359.png,8
image_0360.png,4
image_0361.png,5
image_0362.png,5
image_0363.png,7
image_0364.png,1
image_0365.png,9
image_0366.png,4
image_0367.png,7
image_0368.png,6
image_0369.png,4
image_0370.png,2
image_0371.png,5
image_0372.png,7
image_0373.png,2
image_0374.png,9
image_0375.png,6
image_0376.png,2
image_0377.png,8
image_0378.png,4
image_0379.png,8
image_0380.png,6
image_0381.png,8
image_0382.png,4
image_0383.png,4
image_0384.png,1
image_0385.png,6
image_0386.png,9
image_0387.png,8
image_0388.png,3
image_0389.png,6
image_0390.png,9
image_0391.png,5
image_0392.png,8
image_0393.png,2
image_0394.png,5
image_0395.png,0
image_0396.png,4
image_0397.png,5
image_0398.png,2
image_0399.png,5
image_0400.png,7
image_0401.png,0
image_0402.png,9
image_0403.png,0
image_0404.png,3
image_0405.png,1
image_0406.png,9
image_0407.png,6
image_0408.png,4
image_0409.png,3
image_0410.png,2
image_0411.png,6
image_0412.png,8
image_0413.png,5
image_0414.png,2
image_0415.png,9
image_0416.png,9
image_0417.png,9
image_0418.png,0
image_0419.png,1
image_0420.png,6
image_0421.png,8
image_0422.png,3
image_0423.png,2
image_0424.png,4
image_0425.png,4
image_0426.png,5
image_0427.png,4
image_0428.png,0
image_0429.png,3
image_0430.png,6
image_0431.png,2
image_0432.png,1
image_0433.png,8
image_0434.png,5
image_0435.png,2
image_0436.png,8
image_0437.png,9
image_0438.png,2
image_0439.png,9
image_0440.png,9
image_0441.png,4
image_0442.png,6
image_0443.png,3
image_0444.png,2
image_0445.png,9
image_0446.png,3
image_0447.png,8
image_0448.png,7
image_0449.png,8
image_0450.png,9
image_0451.png,9
image_0452.png,5
image_0453.png,6
image_0454.png,6
image_0455.png,7
image_0456.png,6
image_0457.png,6
image_0458.png,8
image_0459.png,1
image_0460.png,3
image_0461.png,6
image_0462.png,5
image_0463.png,4
image_0464.png,2
image_0465.png,6
image_0466.png,6
image_0467.png,1
image_0468.png,9
image_0469.png,1
image_0470.png,2
image_0471.png,6
image_0472.png,7
image_0473.png,4
image_0474.png,3
image_0475.png,3
image_0476.png,6
image_0477.png,9
image_0478.png,6
image_0479.png,6
image_0480.png,9
image_0481.png,3
image_0482.png,2
image_0483.png,3
image_0484.png,3
image_0485.png,3
image_0486.png,9
image_0487.png,0
image_0488.png,6
image_0489.png,8
image_0490.png,7
image_0491.png,8
image_0492.png,5
image_0493.png,7
image_0494.png,8
image_0495.png,6
image_0496.png,8
image_0497.png,1
image_0498.png,1
image_0499.png,7
image_0500.png,9
image_0501.png,5
image_0502.png,5
image_0503.png,1
image_0504.png,8
image_0505.png,4
image_0506.png,3
image_0507.png,0
image_0508.png,8
image_0509.png,2
image_0510.png,6
image_0511.png,1
image_0512.png,3
image_0513.png,1
image_0514.png,2
image_0515.png,9
image_0516.png,8
image_0517.png,9
image_0518.png,0
image_0519.png,5
image_0520.png,2
image_0521.png,9
image_0522.png,3
image_0523.png,7
image_0524.png,9
image_0525.png,5
image_0526.png,3
image_0527.png,8
image_0528.png,7
image_0529.png,3
image_0530.png,1
image_0531.png,2
image_0532.png,8
image_0533.png,6
image_0534.png,1
image_0535.png,5
image_0536.png,0
image_0537.png,3
image_0538.png,4
image_0539.png,9
image_0540.png,4
image_0541.png,3
image_0542.png,7
image_0543.png,3
image_0544.png,1
image_0545.png,4
image_0546.png,3
image_0547.png,2
image_0548.png,2
image_0549.png,3
image_0550.png,1
image_0551.png,8
image_0552.png,7
image_0553.png,2
image_0554.png,5
image_0555.png,7
image_0556.png,6
image_0557.png,8
image_0558.png,0
image_0559.png,7
image_0560.png,3
image_0561.png,0
image_0562.png,6
image_0563.png,8
image_0564.png,4
image_0565.png,8
image_0566.png,2
image_0567.png,3
image_0568.png,2
image_0569.png,0
image_0570.png,0
image_0571.png,3
image_0572.png,1
image_0573.png,2
image_0574.png,4
image_0575.png,4
image_0576.png,6
image_0577.png,8
image_0578.png,8
image_0579.png,3
image_0580.png,9
image_0581.png,6
image_0582.png,6
image_0583.png,2
image_0584.png,2
image_0585.png,7
image_0586.png,5
image_0587.png,7
image_0588.png,1
image_0589.png,8
image_0590.png,9
image_0591.png,1
image_0592.png,4
image_0593.png,0
image_0594.png,0
image_0595.png,6
image_0596.png,6
image_0597.png,3
image_0598.png,2
image_0599.png,6
image_0600.png,1
image_0601.png,0
image_0602.png,3
image_0603.png,4
image_0604.png,1
image_0605.png,6
image_0606.png,2
image_0607.png,6
image_0608.png,1
image_0609.png,7
image_0610.png,8
image_0611.png,3
image_0612.png,2
image_0613.png,1
image_0614.png,6
image_0615.png,3
image_0616.png,4
image_0617.png,8
image_0618.png,9
image_0619.png,8
image_0620.png,0
image_0621.png,4
image_0622.png,3
image_0623.png,7
image_0624.png,5
image_0625.png,3
image_0626.png,6
image_0627.png,1
image_0628.png,7
image_0629.png,1
image_0630.png,1
image_0631.png,0
image_0632.png,7
image_0633.png,2
image_0634.png,8
image_0635.png,5
image_0636.png,6
image_0637.png,8
image_0638.png,7
image_0639.png,0
image_0640.png,8
image_0641.png,6
image_0642.png,9
image_0643.png,8
image_0644.png,1
image_0645.png,1
image_0646.png,2
image_0647.png,3
image_0648.png,0
image_0649.png,3
image_0650.png,0
image_0651.png,8
image_0652.png,8
image_0653.png,9
image_0654.png,7
image_0655.png,6
image_0656.png,2
image_0657.png,4
image_0658.png,2
image_0659.png,9
image_0660.png,0
image_0661.png,8
image_0662.png,7
image_0663.png,8
image_0664.png,0
image_0665.png,2
image_0666.png,9
image_0667.png,4
image_0668.png,8
image_0669.png,2
image_0670.png,3
image_0671.png,5
image_0672.png,2
image_0673.png,0
image_0674.png,0
image_0675.png,5
image_0676.png,2
image_0677.png,5
image_0678.png,9
image_0679.png,2
image_0680.png,6
image_0681.png,2
image_0682.png,4
image_0683.png,8
image_0684.png,1
image_0685.png,8
image_0686.png,5
image_0687.png,4
image_0688.png,3
image_0689.png,8
image_0690.png,9
image_0691.png,8
image_0692.png,4
image_0693.png,6
image_0694.png,3
image_0695.png,9
image_0696.png,6
image_0697.png,4
image_0698.png,1
image_0699.png,0
image_0700.png,6
image_0701.png,1
image_0702.png,9
image_0703.png,4
image_0704.png,4
image_0705.png,0
image_0706.png,5
image_0707.png,4
image_0708.png,1
image_0709.png,3
image_0710.png,6
image_0711.png,2
image_0712.png,4
image_0713.png,0
image_0714.png,4
image_0715.png,0
image_0716.png,7
image_0717.png,0
image_0718.png,7
image_0719.png,2
image_0720.png,2
image_0721.png,3
image_0722.png,8
image_0723.png,6
image_0724.png,9
image_0725.png,8
image_0726.png,1
image_0727.png,7
image_0728.png,2
image_0729.png,6
image_0730.png,6
image_0731.png,3
image_0732.png,7
image_0733.png,5
image_0734.png,2
image_0735.png,3
image_0736.png,7
image_0737.png,3
image_0738.png,2
image_0739.png,6
image_0740.png,5
image_0741.png,7
image_0742.png,5
image_0743.png,9
image_0744.png,8
image_0745.png,3
image_0746.png,2
image_0747.png,4
image_0748.png,5
image_0749.png,2
image_0750.png,9
image_0751.png,0
image_0752.png,4
image_0753.png,9
image_0754.png,0
image_0755.png,3
image_0756.png,0
image_0757.png,4
image_0758.png,2
image_0759.png,2
image_0760.png,7
image_0761.png,2
image_0762.png,3
image_0763.png,7
image_0764.png,8
image_0765.png,6
image_0766.png,9
image_0767.png,9
image_0768.png,2
image_0769.png,5
image_0770.png,6
image_0771.png,6
image_0772.png,8
image_0773.png,4
image_0774.png,3
image_0775.png,1
image_0776.png,2
image_0777.png,6
image_0778.png,6
image_0779.png,8
image_0780.png,7
image_0781.png,8
image_0782.png,8
image_0783.png,1
image_0784.png,7
image_0785.png,9
image_0786.png,9
image_0787.png,6
image_0788.png,1
image_0789.png,6
image_0790.png,2
image_0791.png,4
image_0792.png,2
image_0793.png,8
image_0794.png,0
image_0795.png,4
image_0796.png,0
image_0797.png,2
image_0798.png,0
image_0799.png,6
image_0800.png,8
image_0801.png,6
image_0802.png,8
image_0803.png,7
image_0804.png,0
image_0805.png,8
image_0806.png,2
image_0807.png,2
image_0808.png,3
image_0809.png,3
image_0810.png,0
image_0811.png,1
image_0812.png,6
image_0813.png,6
image_0814.png,1
image_0815.png,3
image_0816.png,8
image_0817.png,1
image_0818.png,8
image_0819.png,3
image_0820.png,5
image_0821.png,0
image_0822.png,1
image_0823.png,3
image_0824.png,7
image_0825.png,4
image_0826.png,8
image_0827.png,8
image_0828.png,6
image_0829.png,2
image_0830.png,7
image_0831.png,6
image_0832.png,5
image_0833.png,1
image_0834.png,5
image_0835.png,6
image_0836.png,2
image_0837.png,0
image_0838.png,1
image_0839.png,4
image_0840.png,2
image_0841.png,1
image_0842.png,3
image_0843.png,5
image_0844.png,3
image_0845.png,2
image_0846.png,0
image_0847.png,3
image_0848.png,9
image_0849.png,4
image_0850.png,6
image_0851.png,1
image_0852.png,7
image_0853.png,2
image_0854.png,6
image_0855.png,8
image_0856.png,1
image_0857.png,9
image_0858.png,5
image_0859.png,2
image_0860.png,1
image_0861.png,1
image_0862.png,3
image_0863.png,8
image_0864.png,5
image_0865.png,3
image_0866.png,5
image_0867.png,5
image_0868.png,0
image_0869.png,4
image_0870.png,6
image_0871.png,8
image_0872.png,4
image_0873.png,2
image_0874.png,3
image_0875.png,5
image_0876.png,9
image_0877.png,3
image_0878.png,2
image_0879.png,9
image_0880.png,6
image_0881.png,0
image_0882.png,3
image_0883.png,6
image_0884.png,0
image_0885.png,0
image_0886.png,2
image_0887.png,9
image_0888.png,6
image_0889.png,2
image_0890.png,3
image_0891.png,2
image_0892.png,3
image_0893.png,6
image_0894.png,0
image_0895.png,6
image_0896.png,3
image_0897.png,7
image_0898.png,3
image_0899.png,8
image_0900.png,4
image_0901.png,9
image_0902.png,9
image_0903.png,0
image_0904.png,8
image_0905.png,2
image_0906.png,5
image_0907.png,6
image_0908.png,2
image_0909.png,3
image_0910.png,3
image_0911.png,2
image_0912.png,7
image_0913.png,7
image_0914.png,7
image_0915.png,0
image_0916.png,6
image_0917.png,6
image_0918.png,3
image_0919.png,9
image_0920.png,9
image_0921.png,8
image_0922.png,7
image_0923.png,1
image_0924.png,9
image_0925.png,9
image_0926.png,2
image_0927.png,2
image_0928.png,8
image_0929.png,2
image_0930.png,9
image_0931.png,5
image_0932.png,8
image_0933.png,0
image_0934.png,8
image_0935.png,1
image_0936.png,5
image_0937.png,8
image_0938.png,4
image_0939.png,2
image_0940.png,6
image_0941.png,5
image_0942.png,6
image_0943.png,1
image_0944.png,0
image_0945.png,4
image_0946.png,3
image_0947.png,4
image_0948.png,7
image_0949.png,0
image_0950.png,1
image_0951.png,1
image_0952.png,2
image_0953.png,3
image_0954.png,4
image_0955.png,2
image_0956.png,1
image_0957.png,9
image_0958.png,1
image_0959.png,1
image_0960.png,9
image_0961.png,0
image_0962.png,2
image_0963.png,9
image_0964.png,2
image_0965.png,5
image_0966.png,1
image_0967.png,5
image_0968.png,5
image_0969.png,3
image_0970.png,6
image_0971.png,0
image_0972.png,4
image_0973.png,6
image_0974.png,8
image_0975.png,3
image_0976.png,7
image_0977.png,1
image_0978.png,1
image_0979.png,0
image_0980.png,4
image_0981.png,3
image_0982.png,4
image_0983.png,0
image_0984.png,0
image_0985.png,3
image_0986.png,7
image_0987.png,9
image_0988.png,3
image_0989.png,1
image_0990.png,8
image_0991.png,0
image_0992.png,7
image_0993.png,4
image_0994.png,4
image_0995.png,8
image_0996.png,2
image_0997.png,6
image_0998.png,2
image_0999.png,7
image_1000.png,6
image_1001.png,3
image_1002.png,9
image_1003.png,0
image_1004.png,6
image_1005.png,0
image_1006.png,9
image_1007.png,4
image_1008.png,4
image_1009.png,0
image_1010.png,7
image_1011.png,7
image_1012.png,3
image_1013.png,9
image_1014.png,8
image_1015.png,2
image_1016.png,5
image_1017.png,7
image_1018.png,5
image_1019.png,2
image_1020.png,8
image_1021.png,7
image_1022.png,5
image_1023.png,9
image_1024.png,1
image_1025.png,9
image_1026.png,6
image_1027.png,6
image_1028.png,5
image_1029.png,8
image_1030.png,8
image_1031.png,1
image_1032.png,2
image_1033.png,2
image_1034.png,0
image_1035.png,0
image_1036.png,3
image_1037.png,9
image_1038.png,6
image_1039.png,3
image_1040.png,8
image_1041.png,0
image_1042.png,0
image_1043.png,6
image_1044.png,6
image_1045.png,3
image_1046.png,5
image_1047.png,1
image_1048.png,6
image_1049.png,3
image_1050.png,8
image_1051.png,1
image_1052.png,2
image_1053.png,1
image_1054.png,2
image_1055.png,2
image_1056.png,6
image_1057.png,1
image_1058.png,9
image_1059.png,0
image_1060.png,5
image_1061.png,2
image_1062.png,5
image_1063.png,4
image_1064.png,4
image_1065.png,5
image_1066.png,4
image_1067.png,6
image_1068.png,8
image_1069.png,3
image_1070.png,0
image_1071.png,3
image_1072.png,4
image_1073.png,3
image_1074.png,6
image_1075.png,0
image_1076.png,6
image_1077.png,7
image_1078.png,4
image_1079.png,3
image_1080.png,6
image_1081.png,1
image_1082.png,1
image_1083.png,5
image_1084.png,5
image_1085.png,1
image_1086.png,6
image_1087.png,6
image_1088.png,9
image_1089.png,9
image_1090.png,8
image_1091.png,7
image_1092.png,7
image_1093.png,6
image_1094.png,7
image_1095.png,7
image_1096.png,8
image_1097.png,9
image_1098.png,9
image_1099.png,1
image_1100.png,9
image_1101.png,6
image_1102.png,6
image_1103.png,4
image_1104.png,4
image_1105.png,3
image_1106.png,6
image_1107.png,7
image_1108.png,2
image_1109.png,7
image_1110.png,6
image_1111.png,3
image_1112.png,1
image_1113.png,1
image_1114.png,2
image_1115.png,8
image_1116.png,1
image_1117.png,7
image_1118.png,1
image_1119.png,2
image_1120.png,6
image_1121.png,2
image_1122.png,1
image_1123.png,6
image_1124.png,1
image_1125.png,3
image_1126.png,3
image_1127.png,1
image_1128.png,4
image_1129.png,4
image_1130.png,1
image_1131.png,0
image_1132.png,9
image_1133.png,1
image_1134.png,8
image_1135.png,1
image_1136.png,8
image_1137.png,6
image_1138.png,6
image_1139.png,7
image_1140.png,8
image_1141.png,9
image_1142.png,5
image_1143.png,2
image_1144.png,0
image_1145.png,5
image_1146.png,3
image_1147.png,5
image_1148.png,8
image_1149.png,9
image_1150.png,5
image_1151.png,8
image_1152.png,3
image_1153.png,2
image_1154.png,6
image_1155.png,2
image_1156.png,2
image_1157.png,8
image_1158.png,0
image_1159.png,8
image_1160.png,1
image_1161.png,5
image_1162.png,5
image_1163.png,2
image_1164.png,3
image_1165.png,1
image_1166.png,8
image_1167.png,6
image_1168.png,4
image_1169.png,8
image_1170.png,7
image_1171.png,7
image_1172.png,0
image_1173.png,3
image_1174.png,0
image_1175.png,3
image_1176.png,1
image_1177.png,9
image_1178.png,7
image_1179.png,1
image_1180.png,9
image_1181.png,4
image_1182.png,2
image_1183.png,1
image_1184.png,8
image_1185.png,1
image_1186.png,9
image_1187.png,4
image_1188.png,9
image_1189.png,8
image_1190.png,8
image_1191.png,3
image_1192.png,7
image_1193.png,2
image_1194.png,9
image_1195.png,7
image_1196.png,5
image_1197.png,8
image_1198.png,9
image_1199.png,9
image_1200.png,3
image_1201.png,8
image_1202.png,2
image_1203.png,7
image_1204.png,9
image_1205.png,8
image_1206.png,5
image_1207.png,0
image_1208.png,1
image_1209.png,4
image_1210.png,1
image_1211.png,1
image_1212.png,3
image_1213.png,9
image_1214.png,2
image_1215.png,9
image_1216.png,1
image_1217.png,2
image_1218.png,2
image_1219.png,2
image_1220.png,5
image_1221.png,6
image_1222.png,9
image_1223.png,6
image_1224.png,1
image_1225.png,9
image_1226.png,2
image_1227.png,7
image_1228.png,0
image_1229.png,2
image_1230.png,3
image_1231.png,3
image_1232.png,6
image_1233.png,4
image_1234.png,3
image_1235.png,8
image_1236.png,6
image_1237.png,7
image_1238.png,1
image_1239.png,3
image_1240.png,2
image_1241.png,6
image_1242.png,0
image_1243.png,3
image_1244.png,8
image_1245.png,3
image_1246.png,1
image_1247.png,9
image_1248.png,9
image_1249.png,3
image_1250.png,8
image_1251.png,6
image_1252.png,6
image_1253.png,8
image_1254.png,0
image_1255.png,9
image_1256.png,4
image_1257.png,9
image_1258.png,1
image_1259.png,3
image_1260.png,3
image_1261.png,3
image_1262.png,3
image_1263.png,8
image_1264.png,0
image_1265.png,2
image_1266.png,1
image_1267.png,4
image_1268.png,6
image_1269.png,0
image_1270.png,3
image_1271.png,2
image_1272.png,3
image_1273.png,9
image_1274.png,0
image_1275.png,2
image_1276.png,2
image_1277.png,5
image_1278.png,0
image_1279.png,6
image_1280.png,8
image_1281.png,4
image_1282.png,7
image_1283.png,6
image_1284.png,9
image_1285.png,4
image_1286.png,2
image_1287.png,7
image_1288.png,3
image_1289.png,0
image_1290.png,4
image_1291.png,4
image_1292.png,5
image_1293.png,2
image_1294.png,5
image_1295.png,6
image_1296.png,2
image_1297.png,3
image_1298.png,5
image_1299.png,7
image_1300.png,1
image_1301.png,2
image_1302.png,2
image_1303.png,8
image_1304.png,8
image_1305.png,1
image_1306.png,8
image_1307.png,3
image_1308.png,3
image_1309.png,4
image_1310.png,3
image_1311.png,0
image_1312.png,8
image_1313.png,3
image_1314.png,1
image_1315.png,7
image_1316.png,0
image_1317.png,6
image_1318.png,6
image_1319.png,2
image_1320.png,2
image_1321.png,2
image_1322.png,0
image_1323.png,1
image_1324.png,8
image_1325.png,0
image_1326.png,7
image_1327.png,9
image_1328.png,1
image_1329.png,0
image_1330.png,3
image_1331.png,8
image_1332.png,6
image_1333.png,6
image_1334.png,1
image_1335.png,1
image_1336.png,2
image_1337.png,3
image_1338.png,8
image_1339.png,1
image_1340.png,3
image_1341.png,5
image_1342.png,9
image_1343.png,2
image_1344.png,6
image_1345.png,8
image_1346.png,1
image_1347.png,1
image_1348.png,9
image_1349.png,1
image_1350.png,5
image_1351.png,3
image_1352.png,3
image_1353.png,8
image_1354.png,3
image_1355.png,4
image_1356.png,9
image_1357.png,1
image_1358.png,1
image_1359.png,5
image_1360.png,3
image_1361.png,7
image_1362.png,9
image_1363.png,6
image_1364.png,1
image_1365.png,4
image_1366.png,3
image_1367.png,1
image_1368.png,6
image_1369.png,0
image_1370.png,3
image_1371.png,5
image_1372.png,9
image_1373.png,4
image_1374.png,4
image_1375.png,1
image_1376.png,3
image_1377.png,2
image_1378.png,1
image_1379.png,7
image_1380.png,9
image_1381.png,9
image_1382.png,4
image_1383.png,7
image_1384.png,2
image_1385.png,7
image_1386.png,6
image_1387.png,4
image_1388.png,8
image_1389.png,3
image_1390.png,4
image_1391.png,5
image_1392.png,7
image_1393.png,4
image_1394.png,1
image_1395.png,1
image_1396.png,1
image_1397.png,1
image_1398.png,4
image_1399.png,2
image_1400.png,8
image_1401.png,2
image_1402.png,6
image_1403.png,8
image_1404.png,5
image_1405.png,4
image_1406.png,7
image_1407.png,9
image_1408.png,5
image_1409.png,9
image_1410.png,2
image_1411.png,0
image_1412.png,5
image_1413.png,5
image_1414.png,4
image_1415.png,5
image_1416.png,1
image_1417.png,6
image_1418.png,8
image_1419.png,2
image_1420.png,0
image_1421.png,8
image_1422.png,4
image_1423.png,1
image_1424.png,2
image_1425.png,4
image_1426.png,3
image_1427.png,5
image_1428.png,0
image_1429.png,4
image_1430.png,0
image_1431.png,2
image_1432.png,2
image_1433.png,0
image_1434.png,9
image_1435.png,2
image_1436.png,4
image_1437.png,9
image_1438.png,2
image_1439.png,1
image_1440.png,2
image_1441.png,5
image_1442.png,6
image_1443.png,6
image_1444.png,1
image_1445.png,6
image_1446.png,5
image_1447.png,0
image_1448.png,1
image_1449.png,0
image_1450.png,4
image_1451.png,1
image_1452.png,9
image_1453.png,8
image_1454.png,2
image_1455.png,3
image_1456.png,2
image_1457.png,7
image_1458.png,8
image_1459.png,4
image_1460.png,7
image_1461.png,6
image_1462.png,1
image_1463.png,7
image_1464.png,9
image_1465.png,1
image_1466.png,2
image_1467.png,0
image_1468.png,9
image_1469.png,7
image_1470.png,2
image_1471.png,1
image_1472.png,3
image_1473.png,8
image_1474.png,5
image_1475.png,8
image_1476.png,1
image_1477.png,3
image_1478.png,4
image_1479.png,9
image_1480.png,8
image_1481.png,9
image_1482.png,5
image_1483.png,4
image_1484.png,7
image_1485.png,2
image_1486.png,7
image_1487.png,9
image_1488.png,3
image_1489.png,9
image_1490.png,2
image_1491.png,1
image_1492.png,8
image_1493.png,8
image_1494.png,1
image_1495.png,8
image_1496.png,9
image_1497.png,8
image_1498.png,4
image_1499.png,8
image_1500.png,9
image_1501.png,2
image_1502.png,4
image_1503.png,8
image_1504.png,1
image_1505.png,9
image_1506.png,8
image_1507.png,1
image_1508.png,6
image_1509.png,0
image_1510.png,3
image_1511.png,6
image_1512.png,0
image_1513.png,6
image_1514.png,3
image_1515.png,1
image_1516.png,5
image_1517.png,8
image_1518.png,8
image_1519.png,1
image_1520.png,1
image_1521.png,1
image_1522.png,3
image_1523.png,9
image_1524.png,7
image_1525.png,3
image_1526.png,4
image_1527.png,2
image_1528.png,6
image_1529.png,7
image_1530.png,0
image_1531.png,4
image_1532.png,0
image_1533.png,7
image_1534.png,4
image_1535.png,5
image_1536.png,6
image_1537.png,2
image_1538.png,1
image_1539.png,1
image_1540.png,1
image_1541.png,7
image_1542.png,7
image_1543.png,2
image_1544.png,5
image_1545.png,8
image_1546.png,8
image_1547.png,4
image_1548.png,5
image_1549.png,3
image_1550.png,5
image_1551.png,5
image_1552.png,5
